Time,Extension,Load
(s),(mm),(N)
"1.79800","0.87377","1.00562"
"1.80000","0.87467","1.00667"
"1.80200","0.87558","1.00777"
"1.80400","0.87649","1.00890"
"1.80600","0.87740","1.00998"
"1.80800","0.87831","1.01104"
"1.81000","0.87923","1.01210"
"1.81200","0.88016","1.01313"
"1.81500","0.88156","1.01462"
"1.81700","0.88251","1.01567"
"1.81900","0.88347","1.01671"
"1.82200","0.88492","1.01807"
"1.82500","0.88640","1.01917"
"1.82900","0.88841","1.02036"
"1.83300","0.89046","1.02169"
"1.83600","0.89201","1.02294"
"1.83900","0.89357","1.02445"
"1.84100","0.89461","1.02553"
"1.84300","0.89565","1.02661"
"1.84500","0.89669","1.02772"
"1.84700","0.89773","1.02888"
"1.84900","0.89877","1.03003"
"1.85100","0.89981","1.03108"
"1.85300","0.90085","1.03221"
"1.85500","0.90189","1.03346"
"1.85700","0.90293","1.03472"
"1.85900","0.90397","1.03593"
"1.86100","0.90501","1.03714"
"1.86300","0.90606","1.03830"
"1.86500","0.90711","1.03936"
"1.86700","0.90816","1.04037"
"1.87000","0.90974","1.04180"
"1.87300","0.91132","1.04306"
"1.87600","0.91292","1.04429"
"1.87900","0.91451","1.04530"
"1.88400","0.91717","1.04637"
"1.88900","0.91983","1.04749"
"1.89300","0.92193","1.04856"
"1.89700","0.92400","1.04980"
"1.90000","0.92552","1.05090"
"1.90300","0.92701","1.05220"
"1.90600","0.92846","1.05367"
"1.90800","0.92942","1.05473"
"1.91000","0.93036","1.05586"
"1.91200","0.93129","1.05698"
"1.91400","0.93221","1.05810"
"1.91600","0.93312","1.05923"
"1.91800","0.93402","1.06038"
"1.92000","0.93492","1.06154"
"1.92200","0.93581","1.06275"
"1.92400","0.93670","1.06407"
"1.92600","0.93758","1.06548"
"1.92800","0.93847","1.06686"
"1.93000","0.93936","1.06821"
"1.93200","0.94026","1.06954"
"1.93400","0.94117","1.07085"
"1.93600","0.94208","1.07212"
"1.93800","0.94300","1.07336"
"1.94000","0.94394","1.07450"
"1.94200","0.94488","1.07553"
"1.94500","0.94633","1.07698"
"1.94800","0.94780","1.07832"
"1.95100","0.94931","1.07955"
"1.95400","0.95083","1.08065"
"1.95800","0.95290","1.08188"
"1.96300","0.95550","1.08304"
"1.96800","0.95810","1.08422"
"1.97100","0.95966","1.08523"
"1.97500","0.96172","1.08650"
"1.97800","0.96326","1.08758"
"1.98100","0.96480","1.08891"
"1.98300","0.96582","1.08995"
"1.98500","0.96684","1.09111"
"1.98700","0.96786","1.09234"
"1.98900","0.96889","1.09363"
"1.99100","0.96991","1.09489"
"1.99300","0.97094","1.09612"
"1.99500","0.97197","1.09732"
"1.99700","0.97300","1.09848"
"1.99900","0.97404","1.09964"
"2.00100","0.97507","1.10083"
"2.00300","0.97612","1.10195"
"2.00600","0.97768","1.10332"
"2.00900","0.97926","1.10438"
"2.01400","0.98188","1.10549"
"2.02200","0.98604","1.10658"
"2.02700","0.98857","1.10782"
"2.03000","0.99006","1.10898"
"2.03300","0.99152","1.11052"
"2.03500","0.99247","1.11175"
"2.03700","0.99342","1.11306"
"2.03900","0.99436","1.11443"
"2.04100","0.99529","1.11584"
"2.04300","0.99621","1.11729"
"2.04500","0.99712","1.11878"
"2.04700","0.99804","1.12030"
"2.04900","0.99895","1.12173"
"2.05100","0.99986","1.12301"
"2.05300","1.00078","1.12415"
"2.05600","1.00216","1.12556"
"2.05900","1.00355","1.12684"
"2.06200","1.00497","1.12803"
"2.06700","1.00737","1.12919"
"2.07200","1.00985","1.13040"
"2.07600","1.01188","1.13144"
"2.08000","1.01395","1.13273"
"2.08300","1.01552","1.13394"
"2.08600","1.01709","1.13528"
"2.08900","1.01867","1.13668"
"2.09200","1.02024","1.13808"
"2.09400","1.02129","1.13912"
"2.09600","1.02233","1.14019"
"2.09900","1.02389","1.14163"
"2.10200","1.02544","1.14286"
"2.10500","1.02699","1.14398"
"2.10900","1.02904","1.14526"
"2.11300","1.03109","1.14633"
"2.11700","1.03314","1.14756"
